Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,slug,code
309,James Tarkowski,eng ENG,DF,Burnley,28-295,1992,3,3,270,3.0,1,0,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,0.6,0.6,0.0,0.6,0.21,0.00,0.21,0.21,0.21,Matches,James-Tarkowski,15ea812b
310,Nuno Tavares,pt POR,DF,Arsenal,21-227,2000,2,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Matches,Nuno-Tavares,a65c844b
311,Charlie Taylor,eng ENG,DF,Burnley,27-357,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches,Charlie-Taylor,cc2d7ad5
312,Nathan Tella,eng ENG,MF,Southampton,22-067,1999,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Nathan-Tella,f1e94cd6
313,Luke Thomas,eng ENG,DF,Leicester City,20-092,2001,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,Luke-Thomas,fc027d02
314,Youri Tielemans,be BEL,MF,Leicester City,24-126,1997,3,3,270,3.0,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.6,0.6,0.2,0.8,0.21,0.08,0.28,0.21,0.28,Matches,Youri-Tielemans,56f7a928
315,Kieran Tierney,sct SCO,DF,Arsenal,24-097,1997,3,3,245,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.05,0.26,0.31,0.05,0.31,Matches,Kieran-Tierney,fce2302c
316,Ivan Toney,eng ENG,FW,Brentford,25-178,1996,3,3,270,3.0,1,0,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,1.0,1.0,0.1,1.0,0.32,0.03,0.35,0.32,0.35,Matches,Ivan-Toney,e09f279b
317,Ferrán Torres,es ESP,FW,Manchester City,21-193,2000,3,3,240,2.7,2,1,2,0,0,0,0,0.75,0.37,1.13,0.75,1.13,1.7,1.7,0.0,1.7,0.64,0.01,0.66,0.64,0.66,Matches,Ferran-Torres,9e1035f8
318,Andros Townsend,eng ENG,"MF,FW",Everton,30-056,1991,3,2,175,1.9,0,1,0,0,0,0,0,0.00,0.51,0.51,0.00,0.51,0.1,0.1,0.8,0.9,0.06,0.39,0.45,0.06,0.45,Matches,Andros-Townsend,b28bbd58
319,Adama Traoré,es ESP,FW,Wolves,25-228,1996,3,3,266,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.7,1.9,0.40,0.23,0.63,0.40,0.63,Matches,Adama-Traore,9a28eba4
320,Bertrand Traoré,bf BFA,MF,Aston Villa,26-004,1995,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.21,0.00,0.21,0.21,0.21,Matches,Bertrand-Traore,c47541e0
321,Francisco Trincão,pt POR,FW,Wolves,21-255,1999,3,3,237,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.1,0.37,0.06,0.43,0.37,0.43,Matches,Francisco-Trincao,77e39b04
322,William Troost-Ekong,ng NGA,DF,Watford,28-009,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,William-Troost-Ekong,7ed4921e
323,Leandro Trossard,be BEL,"MF,FW",Brighton,26-280,1994,3,3,236,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.5,0.17,0.01,0.19,0.17,0.19,Matches,Leandro-Trossard,38ceb24a
324,Kostas Tsimikas,gr GRE,DF,Liverpool,25-121,1996,3,2,184,2.0,0,1,0,0,0,0,0,0.00,0.49,0.49,0.00,0.49,0.1,0.1,0.4,0.5,0.06,0.20,0.25,0.06,0.25,Matches,Kostas-Tsimikas,f315ca93
325,Axel Tuanzebe,eng ENG,DF,Aston Villa,23-300,1997,2,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matches,Axel-Tuanzebe,2baec6ce
326,Raphaël Varane,fr FRA,DF,Manchester Utd,28-138,1993,1,1,90,1.0,0,1,0,0,0,0,0,0.00,1.00,1.00,0.00,1.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches,Raphael-Varane,9f8e9423
327,Jamie Vardy,eng ENG,FW,Leicester City,34-242,1987,3,3,260,2.9,2,1,2,0,0,1,0,0.69,0.35,1.04,0.69,1.04,1.3,1.3,0.2,1.4,0.44,0.06,0.50,0.44,0.50,Matches,Jamie-Vardy,45963054
328,Joël Veltman,nl NED,DF,Brighton,29-238,1992,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.10,0.45,0.55,0.10,0.55,Matches,Joel-Veltman,dad4b285
329,Jannik Vestergaard,dk DEN,DF,Leicester City,29-038,1992,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Jannik-Vestergaard,1900032e
330,Matěj Vydra,cz CZE,"FW,MF",Burnley,29-132,1992,2,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.89,0.00,0.89,0.89,0.89,Matches,Matej-Vydra,0d4ceb32
331,Theo Walcott,eng ENG,MF,Southampton,32-178,1989,2,2,124,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Theo-Walcott,1ecb65be
332,Kyle Walker,eng ENG,DF,Manchester City,31-105,1990,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,Kyle-Walker,86dd77d1
333,Kyle Walker-Peters,eng ENG,DF,Southampton,24-150,1997,2,1,102,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.03,0.03,0.07,0.03,0.07,Matches,Kyle-Walker-Peters,984a5a64
334,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23-288,1997,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches,Aaron-Wan-Bissaka,9e525177
335,Joel Ward,eng ENG,DF,Crystal Palace,31-316,1989,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,Matches,Joel-Ward,8a7ff278
336,James Ward-Prowse,eng ENG,MF,Southampton,26-313,1994,3,3,270,3.0,1,0,0,1,1,1,0,0.33,0.00,0.33,0.00,0.00,1.0,0.2,0.5,0.7,0.33,0.16,0.50,0.08,0.24,Matches,James-Ward-Prowse,3515d404
337,Ollie Watkins,eng ENG,FW,Aston Villa,25-254,1995,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.51,0.00,0.51,0.51,0.51,Matches,Ollie-Watkins,aed3a70f
338,Adam Webster,eng ENG,DF,Brighton,26-249,1995,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,Adam-Webster,c40b6180
339,Danny Welbeck,eng ENG,FW,Brighton,30-288,1990,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Danny-Welbeck,ce5143da
340,Timo Werner,de GER,FW,Chelsea,25-188,1996,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.03,0.15,0.11,0.15,Matches,Timo-Werner,49fe9070
341,Ashley Westwood,eng ENG,MF,Burnley,31-162,1990,2,2,180,2.0,0,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.0,0.0,0.4,0.4,0.00,0.20,0.20,0.00,0.20,Matches,Ashley-Westwood,495945ef
342,Ben White,eng ENG,DF,Arsenal,23-337,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Ben-White,35e413f1
343,Brandon Williams,eng ENG,DF,Norwich City,21-007,2000,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Brandon-Williams,5e74d6c8
344,Joe Willock,eng ENG,MF,Newcastle Utd,22-021,1999,2,2,172,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,Joe-Willock,a3b03921
345,Callum Wilson,eng ENG,FW,Newcastle Utd,29-195,1992,3,3,242,2.7,2,0,2,0,0,1,0,0.74,0.00,0.74,0.74,0.74,1.8,1.8,0.0,1.8,0.66,0.01,0.67,0.66,0.67,Matches,Callum-Wilson,c596fcb0
346,Harry Winks,eng ENG,MF,Tottenham,25-220,1996,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Harry-Winks,2f7acede
347,Yoane Wissa,cd COD,"FW,MF",Brentford,25-007,1996,2,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Yoane-Wissa,2500cef9
348,Chris Wood,nz NZL,FW,Burnley,29-277,1991,3,3,254,2.8,1,0,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35,1.1,1.1,0.1,1.2,0.37,0.05,0.42,0.37,0.42,Matches,Chris-Wood,4e9a0555
349,Freddie Woodman,eng ENG,GK,Newcastle Utd,24-190,1997,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Freddie-Woodman,19e50035
350,Granit Xhaka,ch SUI,MF,Arsenal,28-348,1992,3,3,214,2.4,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.04,0.07,0.03,0.07,Matches,Granit-Xhaka,e61b8aee
351,Andriy Yarmolenko,ua UKR,FW,West Ham,31-322,1989,3,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.46,0.00,0.46,0.46,0.46,Matches,Andriy-Yarmolenko,849c826a
352,Ashley Young,eng ENG,"DF,MF",Aston Villa,36-063,1985,3,3,258,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.02,0.01,0.02,Matches,Ashley-Young,be927d03
353,Wilfried Zaha,ci CIV,FW,Crystal Palace,28-304,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.06,0.11,0.18,0.06,0.18,Matches,Wilfried-Zaha,b2bc3b1f
354,Oleksandr Zinchenko,ua UKR,DF,Manchester City,24-269,1996,2,0,57,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,Oleksandr-Zinchenko,51cf8561
355,Hakim Ziyech,ma MAR,"FW,MF",Chelsea,28-175,1993,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.74,0.00,0.74,0.74,0.74,Matches,Hakim-Ziyech,6622454d
356,Martin Ødegaard,no NOR,MF,Arsenal,22-267,1998,1,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Martin-Odegaard,79300479
