50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,position,possession,possession_team,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,ac788b38-9a80-4287-9ad5-45ce62a9bdc1,402,,"[40.0, 15.0]",7580,10,,,,,,,,,,,,,,,,,,1,From Throw In,Antoine Griezmann,Right Wing Back,16,Argentina,['4aca5a9b-b92b-424f-be5f-259992b89917'],14,,,,,,,,,,,,,,,France,00:10:14.080,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f31ad285-65b3-4426-9e8e-869adfc08727,404,,"[86.0, 76.0]",7580,10,,,,,,,,,,,,,,,,,,1,From Throw In,Gabriel Iván Mercado,Right Back,16,Argentina,['d1bad56e-f131-4b52-91d3-373895fcbd56'],15,,,,,,,,,,,,,,,Argentina,00:10:15.000,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,212b73a3-900e-4300-8f04-ebca77720c72,407,,"[93.0, 78.0]",7580,10,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,Center Forward,16,Argentina,['f81f4d30-b0dc-441c-800d-81e365ce4017'],16,,,,,,,,,,,,,,,Argentina,00:10:16.159,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,454ce204-6cfb-499c-9980-15543ed593d6,411,,"[100.0, 64.0]",7580,10,,,,,,,,,,,,,,,,,,1,From Throw In,Gabriel Iván Mercado,Right Back,16,Argentina,['9eb2023e-c744-478e-8c5a-dfbb4ede6928'],18,,,,,,,,,,,,,,,Argentina,00:10:18.747,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,65fcbd5f-fd09-48d0-beed-af1d828bc348,415,,"[97.0, 77.0]",7580,10,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,Center Forward,17,Argentina,['a82f851b-5f28-4770-9068-c9deb4bab6b6'],24,,,,,,,,,,,,,,,Argentina,00:10:24.199,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,011185fc-da2d-41ed-b3f7-67a56e7145e3,419,,"[101.0, 66.0]",7580,10,,,,,,,,,,,,,,,,,,1,From Throw In,Cristian David Pavón,Left Wing,17,Argentina,"['40be7b12-5216-4756-9c04-b64fec8919e6', 'b0de8d5d-7ad3-4c50-a417-ce8f3228872b']",25,,,,,,,,,,,,,,,Argentina,00:10:25.400,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,904935c7-0b93-4436-adf0-960fe05eca7b,422,,"[95.0, 66.0]",7580,10,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,Center Forward,17,Argentina,['5109bef4-b54d-40b7-aaa0-516e790eb053'],26,,,,,,,,,,,,,,,Argentina,00:10:26.000,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca95218d-6685-495c-b2f4-38a782fdde09,443,,"[46.0, 41.0]",7580,13,,,,,,,,,,,,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,Center Defensive Midfield,20,Argentina,['fd9af813-540e-42bc-beab-8f3c40fa2aa4'],47,,,,,,,,,,,,,,,Argentina,00:13:47.920,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,001f1118-47c0-48c8-9525-4dd90b9df6b9,446,,"[51.0, 55.0]",7580,13,,,,,,,,,,,,,,,,,,1,From Kick Off,Enzo Nicolás Pérez,Right Center Midfield,20,Argentina,['e8494ac1-0eb0-454f-80a8-fe2268ca1b1f'],50,,,,,,,,,,,,,,,Argentina,00:13:50.320,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ef7cc05-e213-45cb-bb6c-11b1053f0c05,449,,"[54.0, 74.0]",7580,13,,,,,,,,,,,,,,,,,,1,From Kick Off,Gabriel Iván Mercado,Right Back,20,Argentina,['0ae43a10-8fe8-4d89-85b4-f28f1df15132'],53,,,,,,,,,,,,,,,Argentina,00:13:53.320,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,678a97d4-9c1c-4db7-8cd2-bcc1959c3564,452,,"[39.0, 65.0]",7580,13,,,,,,,,,,,,,,,,,,1,From Kick Off,Nicolás Hernán Otamendi,Right Center Back,20,Argentina,['5d587601-50e9-4552-bc96-5e5b4d85f7a9'],55,,,,,,,,,,,,,,,Argentina,00:13:55.560,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8033ef66-9567-4078-b876-92a2acbb3517,455,,"[38.0, 32.0]",7580,13,,,,,,,,,,,,,,,,,,1,From Kick Off,Faustino Marcos Alberto Rojo,Left Center Back,20,Argentina,['5f8a505c-d5d3-4611-aabe-e2936fe8224a'],58,,,,,,,,,,,,,,,Argentina,00:13:58.480,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,47a8833d-6818-45cb-b031-06203fdcd914,458,,"[42.0, 16.0]",7580,14,,,,,,,,,,,,,,,,,,1,From Kick Off,Nicolás Alejandro Tagliafico,Left Back,20,Argentina,['c53bfbe8-e8c1-47cb-94a7-f476eac2385f'],0,,,,,,,,,,,,,,,Argentina,00:14:00.720,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,564fcefd-813e-40da-ab48-721eaf1d0af4,461,,"[21.0, 26.0]",7580,14,,,,,,,,,,,,,,,,,,1,From Kick Off,Faustino Marcos Alberto Rojo,Left Center Back,20,Argentina,['8527ce72-0aba-410e-9718-6cb50e3e192e'],6,,,,,,,,,,,,,,,Argentina,00:14:06.520,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4fde4ccb-9847-4e9a-8fe9-33e7617de249,464,,"[31.0, 58.0]",7580,14,,,,,,,,,,,,,,,,,,1,From Kick Off,Nicolás Hernán Otamendi,Right Center Back,20,Argentina,['26e27c22-543d-4791-b112-8f3cf8a4e069'],11,,,,,,,,,,,,,,,Argentina,00:14:11.360,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144853-ebb1-4b6d-9a43-abfd9ee24a8f,468,,"[50.0, 78.0]",7580,14,,,,,,,,,,,,,,,,,,1,From Kick Off,Gabriel Iván Mercado,Right Back,20,Argentina,['f2cea04b-6e4e-42be-89a6-9d0558cea05d'],13,,,,,,,,,,,,,,,Argentina,00:14:13.840,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f550eed3-a033-40b5-b076-0234c73b54e1,471,,"[79.0, 78.0]",7580,14,,,,,,,,,,,,,,,,,,1,From Kick Off,Cristian David Pavón,Left Wing,20,Argentina,['b205fbaa-4ca2-4ae3-b0fd-e621e1ca61d6'],19,,,,,,,,,,,,,,,Argentina,00:14:19.640,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,432c8701-fa5d-4d5b-9d6a-a6e9220ca331,475,,"[104.0, 67.0]",7580,14,,,,,,,,,,,,,,,,,,1,From Kick Off,Gabriel Iván Mercado,Right Back,20,Argentina,['51b3298d-949f-4265-9a96-61e240a05d70'],22,,,,,,,,,,,,,,,Argentina,00:14:22.800,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5963a7e1-8090-431e-b085-1085438991ac,479,,"[104.0, 75.0]",7580,14,,,,,,,,,,,,,,,,,,1,From Throw In,Enzo Nicolás Pérez,Right Center Midfield,21,Argentina,"['c3d4b930-02de-431d-bac4-736da0f7734d', 'e0148798-ea96-49ef-84ca-023ab1052f9a']",27,,,,,,,,,,,,,,,Argentina,00:14:27.960,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c78aeee-2e4e-476c-aa5a-6c1075ec2c9f,482,,"[110.0, 78.0]",7580,14,,,,,,,,,,,,,,,,,,1,From Throw In,Gabriel Iván Mercado,Right Back,21,Argentina,['98db389b-6f61-4c93-8644-b91205e95b7a'],30,,,,,,,,,,,,,,,Argentina,00:14:30.199,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a65e1469-725d-45cf-8d96-6525a363975d,486,,"[102.0, 78.0]",7580,14,,,,,,,,,,,,,,,,,,1,From Throw In,Enzo Nicolás Pérez,Right Center Midfield,21,Argentina,['1432f2fe-ba93-46c7-bc0b-d1f1d7844640'],32,,,,,,,,,,,,,,,Argentina,00:14:32.040,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,45e68ba4-28b8-4b03-9e65-0ad97e961a0c,490,,"[83.0, 69.0]",7580,14,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,Center Defensive Midfield,21,Argentina,['417cd5a3-dcb8-493f-8f53-618ff8bb0b06'],33,,,,,,,,,,,,,,,Argentina,00:14:33.920,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590f6fd-334b-4e05-9a31-4eff746dd5ad,493,,"[67.0, 33.0]",7580,14,,,,,,,,,,,,,,,,,,1,From Throw In,Faustino Marcos Alberto Rojo,Left Center Back,21,Argentina,['b4c9fe00-0b2e-4633-be7a-36fdbf2491c2'],37,,,,,,,,,,,,,,,Argentina,00:14:37.440,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,61b1c4fe-d02d-494c-8b00-c73742180364,496,,"[82.0, 3.0]",7580,14,,,,,,,,,,,,,,,,,,1,From Throw In,Nicolás Alejandro Tagliafico,Left Back,21,Argentina,['f226ace1-e76c-42ff-ba33-867e368db321'],40,,,,,,,,,,,,,,,Argentina,00:14:40.400,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,2d292e0f-155f-4c72-8189-2171aa74d181,500,,"[107.0, 18.0]",7580,14,,,,,,,,,,,,,,,,,,1,From Throw In,Ángel Fabián Di María Hernández,Right Wing,21,Argentina,['79c07366-7669-4722-9d89-5e2e00eb18e4'],43,,,,,,,,,,,,,,,Argentina,00:14:43.600,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,89dcb056-b0b7-4535-b02c-0f75c17568a1,503,,"[23.0, 75.0]",7580,14,,,,,,,,,,,,,,,,,,1,Regular Play,Kylian Mbappé Lottin,Right Wing,22,France,"['0af21ec4-2137-4c82-a260-b1658266908c', '5a038c54-7e45-4979-8db4-2be1612250e7']",45,,,,,,,,,,,,,,,France,00:14:45.160,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,876751c7-4ad1-4dd1-b0a1-0a6ce9463de4,506,,"[31.0, 67.0]",7580,14,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,Right Wing Back,22,France,['546e2f51-43bb-4e76-87da-d565803ca1dc'],47,,,,,,,,,,,,,,,France,00:14:47.120,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,35639fc7-603a-4785-8983-6671a509fece,510,,"[89.0, 7.0]",7580,14,,,,,,,,,,,,,,,,,,1,Regular Play,Faustino Marcos Alberto Rojo,Left Center Back,22,France,"['0cf48d40-ffe6-4ac4-8abe-6cebd6825773', '4adf93c9-10f3-47d4-8852-29bd912d28ca']",48,,,,,,,,,,,,,,,Argentina,00:14:48.000,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8211f56c-992a-49d6-b5bf-3fa6de077454,515,,"[54.0, 76.0]",7580,14,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,Right Wing Back,22,France,['6f45dee4-d0a2-4898-a573-d1646cb33453'],51,,,,,,,,,,,,,,,France,00:14:51.000,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7cc36c11-2130-4042-9367-5a8013a18f45,519,,"[19.0, 40.0]",7580,14,,,,,,,,,,,,,,,,,,1,Regular Play,Franco Armani,Goalkeeper,23,Argentina,['a65476b0-533e-4050-b1b4-777e643ac8ba'],55,,,,,,,,,,,,,,,Argentina,00:14:55.920,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b069eea2-8d30-4516-87ea-592a060ac141,522,,"[34.0, 58.0]",7580,14,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Iván Mercado,Right Back,23,Argentina,['4980cdc1-663b-40fc-be1d-ec7e8c231cf5'],58,,,,,,,,,,,,,,,Argentina,00:14:58.440,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b80fd25-d936-45f5-b2e9-f17372fca1b8,525,,"[53.0, 66.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Enzo Nicolás Pérez,Right Center Midfield,23,Argentina,['cd596754-c315-472f-9a68-4b529f0d4e32'],1,,,,,,,,,,,,,,,Argentina,00:15:01.000,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c5d2d48-9a4c-448b-817c-e6c293e1a575,529,,"[44.0, 47.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,Right Center Back,23,Argentina,['e9c781d4-2344-4216-a6a3-9087c7dbc7c1'],3,,,,,,,,,,,,,,,Argentina,00:15:03.720,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182d17b-7ec0-48ce-b224-603805f094b6,533,,"[56.0, 43.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,Center Defensive Midfield,23,Argentina,['22f7a68b-b60a-48c9-875a-a4ebfaa4d08e'],5,,,,,,,,,,,,,,,Argentina,00:15:05.400,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ee4a710-e89f-41c2-94f9-f3f3895f7bcc,537,,"[83.0, 74.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian David Pavón,Left Wing,23,Argentina,['62b4d117-faca-41d3-97d7-5f9645f1dcdf'],9,,,,,,,,,,,,,,,Argentina,00:15:09.600,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,81ec5472-d21e-4370-801c-11819e9f0a7d,541,,"[66.0, 74.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Enzo Nicolás Pérez,Right Center Midfield,23,Argentina,['b7db2dd7-de96-4d69-95ca-895624d17722'],10,,,,,,,,,,,,,,,Argentina,00:15:10.480,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,07dc2736-6580-4825-8199-65982440e5fb,545,,"[82.0, 60.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,Center Forward,23,Argentina,"['44cf04d6-bf79-4dbb-9bf6-450dc6c31e7a', '5afae346-798a-422b-91fb-02de3621ebbd']",13,,,,,,,,,,,,,,,Argentina,00:15:13.200,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,77cec828-1b1a-43e4-80d1-4327e5b4d377,550,,"[91.0, 78.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Enzo Nicolás Pérez,Right Center Midfield,23,Argentina,['54bee731-d67b-42ce-8afe-10f6093da675'],16,,,,,,,,,,,,,,,Argentina,00:15:16.360,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d1b25874-a4c8-46a4-8a1b-d360b14bb373,555,,"[83.0, 78.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,Center Forward,23,Argentina,"['e6b746b9-d57f-4bef-b428-7a0c8a79c175', 'f36be35d-09ee-48a1-b0dd-696eeafe83f2']",17,,,,,,,,,,,,,,,Argentina,00:15:17.840,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,69db1620-f1fa-4ba8-8a2f-260afa7b6010,558,,"[94.0, 73.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian David Pavón,Left Wing,23,Argentina,['f3ac8493-dc33-4bc0-a36d-78113e46cea6'],19,,,,,,,,,,,,,,,Argentina,00:15:19.960,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,69ce627b-a8b1-4c96-a088-cc887f2b5005,568,,"[38.0, 17.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,Right Wing Back,24,France,"['2ff93a55-8420-49c5-b441-663f8d7a2b01', 'edc0d65c-6e44-4e2d-9d65-b07e211285f9']",24,,,,,,,,,,,,,,,France,00:15:24.800,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,add40c0f-1b2b-4f03-a19a-32af58150ec0,577,,"[8.0, 41.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Hugo Lloris,Goalkeeper,24,France,"['6e82ddf5-b6b8-46b9-9b52-f9625e46b242', 'ceb0cf96-740b-40d1-873a-c9b9be9f56c5']",31,,,,,,,,,,,,,,,France,00:15:31.559,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,a36166e9-8e6d-46a6-9351-45473c413a78,580,,"[70.0, 35.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Olivier Giroud,Center Forward,24,France,['4d7e9aac-1578-49f5-8345-73c13d358be7'],35,,,,,,,,,,,,,,,France,00:15:35.922,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5859756b-4391-4d9c-a39b-6db5242a9c73,583,,"[35.0, 41.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Faustino Marcos Alberto Rojo,Left Center Back,25,Argentina,['26d17ed0-b371-439e-a48e-c2742203ebb6'],38,,,,,,,,,,,,,,,Argentina,00:15:38.080,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ff5d7de-ad58-4f16-8b00-547342ff7f10,586,,"[43.0, 31.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Éver Maximiliano David Banega,Left Center Midfield,25,Argentina,['f1bc0686-df30-4320-985f-3586ac5ca670'],40,,,,,,,,,,,,,,,Argentina,00:15:40.600,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35f211f9-5615-4913-94e8-8ff1bb22b2ad,589,,"[48.0, 74.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Iván Mercado,Right Back,25,Argentina,['9a455963-39db-41de-b679-7bedd866a890'],45,,,,,,,,,,,,,,,Argentina,00:15:45.760,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6784861e-0a00-4ae2-a8c3-c96616cf153e,592,,"[62.0, 77.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Enzo Nicolás Pérez,Right Center Midfield,25,Argentina,['6efe854d-d48a-44ed-a93d-cc09598702be'],49,,,,,,,,,,,,,,,Argentina,00:15:49.400,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,22278160-bfb4-4375-96f0-f9acd408d1e8,595,,"[54.0, 58.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,Right Center Back,25,Argentina,['89e79b7c-352d-495f-acbe-1271787741e3'],54,,,,,,,,,,,,,,,Argentina,00:15:54.440,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49a15761-4185-41e3-bf69-d5cbb128261d,598,,"[54.0, 25.0]",7580,15,,,,,,,,,,,,,,,,,,1,Regular Play,Faustino Marcos Alberto Rojo,Left Center Back,25,Argentina,['cab711e0-99b0-43f7-bfc8-227da07cf814'],57,,,,,,,,,,,,,,,Argentina,00:15:57.520,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c44973bf-b31e-49a8-b7bd-6a2eba25f8a1,601,,"[68.0, 5.0]",7580,16,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Alejandro Tagliafico,Left Back,25,Argentina,['3f82aaa2-65d3-464c-95fb-505faaa7fe40'],1,,,,,,,,,,,,,,,Argentina,00:16:01.400,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8562f6d-340f-4937-bd74-18d66213bdc0,604,,"[65.0, 13.0]",7580,16,,,,,,,,,,,,,,,,,,1,Regular Play,Éver Maximiliano David Banega,Left Center Midfield,25,Argentina,['d495e26a-78ee-4c29-a26a-faa3bae7178b'],3,,,,,,,,,,,,,,,Argentina,00:16:03.360,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5894af00-548f-4401-bef4-bd776729fde9,608,,"[50.0, 13.0]",7580,16,,,,,,,,,,,,,,,,,,1,Regular Play,Faustino Marcos Alberto Rojo,Left Center Back,25,Argentina,['3b68423e-2b1e-4626-bda0-e10fcc01df73'],4,,,,,,,,,,,,,,,Argentina,00:16:04.759,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f41c1025-3dc0-4c63-95e2-739961ac992b,611,,"[56.0, 11.0]",7580,16,,,,,,,,,,,,,,,,,,1,Regular Play,Éver Maximiliano David Banega,Left Center Midfield,25,Argentina,['995dc6b4-b1e3-46c0-ac66-f746fd0f1c62'],6,,,,,,,,,,,,,,,Argentina,00:16:06.840,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ca0e983-697a-45c2-ae77-cc1f2b363802,615,,"[40.0, 38.0]",7580,16,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,Right Center Back,25,Argentina,['24f9317c-ea9e-4b84-b304-5dfd459a773c'],8,,,,,,,,,,,,,,,Argentina,00:16:08.880,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,be1582f1-c8e1-4ab2-84c4-d1123b8be19b,618,,"[67.0, 78.0]",7580,16,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian David Pavón,Left Wing,25,Argentina,['5dd5d026-a027-49ee-95c2-4210ae95309d'],13,,,,,,,,,,,,,,,Argentina,00:16:13.840,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,be3d1a69-ff41-4f77-b610-0f74f6394bbb,622,,"[88.0, 67.0]",7580,16,,,,,,,,,,,,,,,,,,1,Regular Play,Enzo Nicolás Pérez,Right Center Midfield,25,Argentina,['e2796bb2-3440-4f5d-87c3-76f5300fa543'],18,,,,,,,,,,,,,,,Argentina,00:16:18.879,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1cca814-af76-419a-b9ce-8504f5d35ee3,629,,"[85.0, 67.0]",7580,16,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,Center Forward,25,Argentina,['ff603b5c-6e0e-41e9-8d54-4f0a343422d4'],23,,,,,,,,,,,,,,,Argentina,00:16:23.200,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c354d46-7b59-4b91-aa8d-4270208273b5,632,,"[98.0, 78.0]",7580,16,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Iván Mercado,Right Back,25,Argentina,['15c39455-0204-4c35-921a-626aee5cf13a'],26,,,,,,,,,,,,,,,Argentina,00:16:26.640,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11c9e789-7f6d-4d09-a64b-a2bf4b49c45b,638,,"[84.0, 78.0]",7580,16,,,,,,,,,,,,,,,,,,1,Regular Play,Enzo Nicolás Pérez,Right Center Midfield,25,Argentina,"['7a8c3bc2-7691-4ff1-ad23-1beffe16101c', 'e477af6b-38e8-4592-baa0-9a2c33326f3a']",30,,,,,,,,,,,,,,,Argentina,00:16:30.640,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b34c1e91-39b5-4269-888e-c31718349dea,641,,"[75.0, 66.0]",7580,16,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,Center Defensive Midfield,25,Argentina,['d9d91e88-44f3-4571-9f5c-195cf27a2c53'],31,,,,,,,,,,,,,,,Argentina,00:16:31.560,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12dd8fd1-d26a-4673-9e7d-76f2edfe5f9b,644,,"[105.0, 14.0]",7580,16,,,,,,,,,,,,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,Right Wing,25,Argentina,['ccc8448a-c1e7-4a6b-8c46-fd3ac165e231'],35,,,,,,,,,,,,,,,Argentina,00:16:35.760,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,e2f63d58-521c-431c-9697-ded1f140a180,646,,"[119.0, 11.0]",7580,16,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Alejandro Tagliafico,Left Back,25,Argentina,['9567c14a-f092-4e2a-a476-cfa559601b45'],39,,,,,,,,,,,,,,,Argentina,00:16:39.280,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,9707952b-afde-4cec-b092-4a133c75c804,649,,"[114.0, 43.0]",7580,17,,,,,,,,,,,,,,,,,,1,From Corner,Nicolás Hernán Otamendi,Right Center Back,26,Argentina,['f3518e88-67ac-476b-98bb-77701e5d7fa4'],8,,,,,,,,,,,,,,,Argentina,00:17:08.600,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,ab974531-40a3-4c6f-a13d-a555a324192c,652,,"[32.0, 36.0]",7580,17,,,,,,,,,,,,,,,,,,1,From Corner,Blaise Matuidi,Left Wing,26,Argentina,['828ba634-a8a9-466e-90c4-5168c3258aa6'],12,,,,,,,,,,,,,,,France,00:17:12.040,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,8549f5d1-0f4f-4b3b-9b35-8b8c3a8f3a26,658,,"[39.0, 62.0]",7580,17,,,,,,,,,,,,,,,,,,1,From Corner,Antoine Griezmann,Right Wing Back,26,Argentina,['6bcc1c27-b604-44d9-8ee5-fcf9a5c3da58'],16,,,,,,,,,,,,,,,France,00:17:16.120,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fded7dd4-3365-48a3-88a6-2d8acaffc544,662,,"[72.0, 24.0]",7580,17,,,,,,,,,,,,,,,,,,1,From Corner,Éver Maximiliano David Banega,Left Center Midfield,26,Argentina,['f864d922-b09c-43c9-bd73-46c697973ee8'],17,,,,,,,,,,,,,,,Argentina,00:17:17.360,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,844cc48c-6d5a-4d0a-b24a-9c80109d6734,665,,"[75.0, 37.0]",7580,17,,,,,,,,,,,,,,,,,,1,From Corner,Enzo Nicolás Pérez,Right Center Midfield,26,Argentina,['37ed92c8-2ab4-4b41-95c2-045b5d4b09e6'],19,,,,,,,,,,,,,,,Argentina,00:17:19.440,Ball Receipt*,
