50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,position,possession,possession_team,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b655c0a4-d309-4bd9-8f03-e713363a73b4,1,,,7580,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,1,France,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3961, 'name': 'N""Golo Kanté'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",France,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,39b8bd67-44ec-41fb-87d6-ce26efc2d691,2,,,7580,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,1,France,,0,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6312, 'name': 'Franco Armani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5496, 'name': 'Cristian David Pavón'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Argentina,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0433dac7-c72f-4409-9240-abbb6d620525,3,,,7580,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,1,France,['fe850519-7056-4cdf-949e-a2513b2ccc6b'],0,,,,,,,,,,,,,,,France,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fe850519-7056-4cdf-949e-a2513b2ccc6b,4,,,7580,0,,,,,,,,,,,,,,,,,,1,Regular Play,,,1,France,['0433dac7-c72f-4409-9240-abbb6d620525'],0,,,,,,,,,,,,,,,Argentina,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9c27256b-ed49-4c87-a32b-0fab4914d405,1860,,,7580,45,,,,,,,,,,,,,,,,,,2,From Throw In,,,79,France,['23cf85be-7233-4c1d-a76e-06328b851ae0'],0,,,,,,,,,,,,,,,Argentina,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,23cf85be-7233-4c1d-a76e-06328b851ae0,1861,,,7580,45,,,,,,,,,,,,,,,,,,2,From Throw In,,,79,France,['9c27256b-ed49-4c87-a32b-0fab4914d405'],0,,,,,,,,,,,,,,,France,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,297180ed-6ff2-4e49-8ff8-510ff6882abe,5,,"[60.0, 42.0]",7580,0,,2.6928694,,,Left Foot,,,"[33.0, 55.0]",,Ground Pass,29.966648,,,Raphaël Varane,,,Kick Off,1,From Kick Off,Antoine Griezmann,Right Wing Back,2,France,['d6a981d4-ae6a-4b7a-96c4-fd6f3e3a7256'],1,,,,,,,,,,,,,,,France,00:00:01.880,Pass,
,,,,,,,,,,,,,,,2.206,,,,,,,,,,,,,44eb284e-83fe-4b47-bfe3-ca7eaecfa5bd,8,,"[40.0, 53.0]",7580,0,,0.24997862,,,Right Foot,,,"[87.0, 65.0]",,High Pass,48.507732,,Unknown,,,,,1,From Kick Off,Raphaël Varane,Right Center Back,2,France,,6,,,,,,,,,,,,,,,France,00:00:06.440,Pass,
,,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,82596ed1-66cc-475f-bcf0-e484967f49c0,11,,"[31.0, 21.0]",7580,0,,0.018179815,,,Right Foot,,,"[86.0, 22.0]",,High Pass,55.00909,,Incomplete,Éver Maximiliano David Banega,,,Free Kick,1,From Free Kick,Franco Armani,Goalkeeper,3,Argentina,"['7d977e1c-d0cc-45c7-9267-f9790f95f161', 'f60a70fd-1dbf-451d-97cc-113b8b089eed']",47,,,,,,,,,,,,,,,Argentina,00:00:47.040,Pass,
,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,abda3dfe-e021-4eb9-98e6-4dfdb915f528,16,,"[37.0, 55.0]",7580,0,,1.19029,,,Right Foot,,,"[45.0, 75.0]",,Low Pass,21.540659,,,Kylian Mbappé Lottin,,,,1,Regular Play,Paul Pogba,Right Defensive Midfield,4,France,['80dd1c83-3ca0-43e5-8cdf-2bd3f7b2be67'],50,,,,,,,,,,,,,,,France,00:00:50.480,Pass,
,,,,,,,,,,,,,,,1.466,,,,,,,,,,,,,c70beba2-e7c2-4fa3-99d2-de691150bac2,20,,"[47.0, 75.0]",7580,0,,-3.0367157,,,Right Foot,,,"[28.0, 73.0]",,High Pass,19.104973,,,Benjamin Pavard,,,,1,Regular Play,Kylian Mbappé Lottin,Right Wing,4,France,['db134a60-5e74-42c8-9ab7-8130402b6d29'],52,,,,,,,,,,,,,,,France,00:00:52.440,Pass,
,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,79f60b43-5801-457a-81d1-216c5896df39,24,,"[26.0, 67.0]",7580,0,,-2.2348425,,,Right Foot,,,"[8.0, 44.0]",,Ground Pass,29.206163,,,Hugo Lloris,,,,1,Regular Play,Benjamin Pavard,Right Back,4,France,['fe569c42-baf7-415c-83a5-62ea929aec53'],54,,,,,,,,,,,,,,,France,00:00:54.920,Pass,
,,,,,,,,,,,,,,,1.306,,,,,,,,,,,,,a66c39f9-0bc3-4423-a414-823fcabdf760,27,,"[8.0, 42.0]",7580,0,,-1.3825748,,,Right Foot,,,"[12.0, 21.0]",,Ground Pass,21.377558,,,Samuel Yves Umtiti,,,,1,Regular Play,Hugo Lloris,Goalkeeper,4,France,['b52c04ff-3581-4a1a-8258-a3cf46454ed4'],59,,,,,,,,,,,,,,,France,00:00:59.040,Pass,
,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,20757d0d-b0e0-45e9-beda-3283f52131cb,30,,"[21.0, 25.0]",7580,1,,1.4711276,,,Left Foot,,,"[24.0, 55.0]",,Ground Pass,30.149628,,,Raphaël Varane,,,,1,Regular Play,Samuel Yves Umtiti,Left Center Back,4,France,['9762c184-7e85-4a97-802c-10b8278a938e'],3,,,,,,,,,,,,,,,France,00:01:03.947,Pass,
,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,152dcdb9-365f-4703-9095-5fee892a0652,33,,"[34.0, 63.0]",7580,1,,0.75092906,,,Right Foot,,,"[49.0, 77.0]",,Ground Pass,20.518284,,,Benjamin Pavard,,,,1,Regular Play,Raphaël Varane,Right Center Back,4,France,['519a8ddf-cd8a-40f8-9a0e-5b60d2c757ba'],8,,,,,,,,,,,,,,,France,00:01:08.760,Pass,
,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,abdeb8be-b753-429f-ab73-02a48d768b05,37,,"[48.0, 78.0]",7580,1,,-0.27829966,,,Right Foot,,,"[62.0, 74.0]",,Ground Pass,14.56022,,,Kylian Mbappé Lottin,,,,1,Regular Play,Benjamin Pavard,Right Back,4,France,['42042ee3-c352-4288-9ba0-9d5c6c8b4912'],10,,,,,,,,,,,,,,,France,00:01:10.880,Pass,
,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,e51c4926-054b-4a00-a1d2-c1e8aba250c8,43,,"[57.0, 66.0]",7580,1,,-1.9756881,,,Right Foot,,,"[54.0, 59.0]",,Ground Pass,7.615773,,,Paul Pogba,,,,1,Regular Play,Kylian Mbappé Lottin,Right Wing,4,France,"['0db9c091-f092-4974-9d9e-e15c211faefd', 'a3722ba3-dc43-483a-9167-212aa56a835e']",14,,,,,,,,,,,,,,,France,00:01:14.480,Pass,True
,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,2d4d6a6e-5c1b-4b55-a17f-9dd90c89419b,48,,"[53.0, 77.0]",7580,1,,0.5404195,,,Right Foot,,,"[58.0, 80.0]",,Ground Pass,5.8309517,,Out,Benjamin Pavard,,,,1,Regular Play,Paul Pogba,Right Defensive Midfield,4,France,"['42efa04f-783c-4548-8ed8-87ca60886ec3', '9e2c67c8-c0c0-42c4-b9fb-e286edeac012']",17,,,,,,,,,,,,,,,France,00:01:17.840,Pass,True
,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,81085449-f129-4ee1-9c96-6dd56ea5250c,51,,"[31.0, 16.0]",7580,1,,-0.7454195,,,Left Foot,,,"[44.0, 4.0]",,Ground Pass,17.691807,,,Nicolás Alejandro Tagliafico,,,,1,Regular Play,Faustino Marcos Alberto Rojo,Left Center Back,5,Argentina,['4b465260-10b1-4279-8ed8-d1edf71dfdfd'],28,,,,,,,,,,,,,,,Argentina,00:01:28.720,Pass,
,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,270ab786-14d0-4100-91a6-42140d266a7f,54,,"[42.0, 3.0]",7580,1,,2.587285,,,Left Foot,,,"[21.0, 16.0]",,Ground Pass,24.698177,,,Faustino Marcos Alberto Rojo,,,,1,Regular Play,Nicolás Alejandro Tagliafico,Left Back,5,Argentina,['19d49593-440d-4c1d-965a-d772b72afbdf'],31,,,,,,,,,,,,,,,Argentina,00:01:31.040,Pass,
,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,e7efa28b-627c-4365-90b7-90885144898d,57,,"[21.0, 21.0]",7580,1,,1.5707964,,,Left Foot,,,"[21.0, 44.0]",,Ground Pass,23.0,,,Nicolás Hernán Otamendi,,,,1,Regular Play,Faustino Marcos Alberto Rojo,Left Center Back,5,Argentina,['66e92860-c9ea-46be-b48c-373e35c589a8'],34,,,,,,,,,,,,,,,Argentina,00:01:34.240,Pass,
,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,b772232b-42db-4993-a197-d8eadcbf973e,60,,"[24.0, 52.0]",7580,1,,0.9944211,,,Right Foot,,,"[37.0, 72.0]",,Ground Pass,23.853722,,,Gabriel Iván Mercado,,,,1,Regular Play,Nicolás Hernán Otamendi,Right Center Back,5,Argentina,['cdf56975-ad16-4284-b1a7-c1ab989626ae'],36,,,,,,,,,,,,,,,Argentina,00:01:36.880,Pass,
,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,51e54f82-f52e-4098-8149-fd883e9c30a3,63,,"[54.0, 73.0]",7580,1,,0.36717382,,,Right Foot,,,"[67.0, 78.0]",,Ground Pass,13.928389,,,Cristian David Pavón,,,,1,Regular Play,Gabriel Iván Mercado,Right Back,5,Argentina,['3d6b486a-e600-4cae-8fb8-9ddca9e163cc'],42,,,,,,,,,,,,,,,Argentina,00:01:42.280,Pass,
,,,,,,,,,,,,,,,1.359,,,,,,,,,,,,,857dff21-6379-4464-8514-2a650136eac9,67,,"[68.0, 79.0]",7580,1,,-3.070285,,,Right Foot,,,"[54.0, 78.0]",,Ground Pass,14.035668,,,Gabriel Iván Mercado,,,,1,Regular Play,Cristian David Pavón,Left Wing,5,Argentina,"['82672fc9-9d19-4ecb-b3b5-20b7be25e70c', 'e59c9a8b-1a4f-4673-a187-b320c81ed1e2']",43,,,,,,,,,,,,,,,Argentina,00:01:43.800,Pass,True
,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,54fbe111-2fac-443e-b47f-8bad35f8b435,71,,"[54.0, 78.0]",7580,1,,-2.7509856,,,Right Foot,,,"[37.0, 71.0]",,Ground Pass,18.384777,,,Nicolás Hernán Otamendi,,,,1,Regular Play,Gabriel Iván Mercado,Right Back,5,Argentina,['44cee5a6-524b-48f2-bcc3-85423babc7a9'],46,,,,,,,,,,,,,,,Argentina,00:01:46.320,Pass,
,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,1a8a1821-30ae-4979-846d-a2f1f2bdbccf,74,,"[38.0, 70.0]",7580,1,,-0.60228735,,,Right Foot,,,"[70.0, 48.0]",,Low Pass,38.832977,,,Lionel Andrés Messi Cuccittini,,,,1,Regular Play,Nicolás Hernán Otamendi,Right Center Back,5,Argentina,['9c991434-1682-437d-9b8d-b1a48dd7524a'],47,,,,,,,,,,,,,,,Argentina,00:01:47.680,Pass,
,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,1b354710-6878-4755-9891-60755de80455,80,,"[56.0, 41.0]",7580,1,,1.1383885,,,Right Foot,,,"[62.0, 54.0]",,Low Pass,14.3178215,,,Kylian Mbappé Lottin,,,,1,Regular Play,"N""Golo Kanté",Left Defensive Midfield,5,Argentina,['ef7e36b7-0afe-408a-8cd9-57b88f2074d6'],52,,,,,,,,,,,,,,,France,00:01:52.120,Pass,
,,,,,,,,,,,,,,,2.959,,,,,,,,,,,,,fcc1058d-b20d-4c1d-947d-842d07c47d75,89,,"[50.0, 28.0]",7580,1,,2.9078496,,,Right Foot,,,"[8.0, 38.0]",,Low Pass,43.174065,,,Franco Armani,,,,1,Regular Play,Javier Alejandro Mascherano,Center Defensive Midfield,5,Argentina,"['4d75b7ae-3c50-4154-a022-16cd2e89f1ae', '9e743a2b-d749-4daa-a97e-9780603dc7b4']",56,,,,,,,,,,,,,,,Argentina,00:01:56.000,Pass,True
,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,89a8c47f-face-420d-bddb-5ba792f79152,92,,"[9.0, 39.0]",7580,2,,0.7853982,,,Left Foot,,,"[18.0, 48.0]",,Ground Pass,12.727922,,,Nicolás Hernán Otamendi,,,,1,Regular Play,Franco Armani,Goalkeeper,5,Argentina,['0fa909ed-ce25-4ee9-ac4a-d6dd244d82c1'],0,,,,,,,,,,,,,,,Argentina,00:02:00.400,Pass,
,,,,,,,,,,,,,,,1.426,,,,,,,,,,,,,158c0599-fc4c-4966-94bd-b4cc6b0132d2,95,,"[30.0, 59.0]",7580,2,,0.23554498,,,Right Foot,,,"[55.0, 65.0]",,Ground Pass,25.70992,,,Enzo Nicolás Pérez,,,,1,Regular Play,Nicolás Hernán Otamendi,Right Center Back,5,Argentina,['0649f187-65c4-480d-9a2a-b576ffe09135'],4,,,,,,,,,,,,,,,Argentina,00:02:04.120,Pass,
,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,46968333-7b9d-481b-b92a-43e2d5e418ab,99,,"[55.0, 67.0]",7580,2,,2.7291822,,,Right Foot,,,"[39.0, 74.0]",,Ground Pass,17.464249,,,Gabriel Iván Mercado,,,,1,Regular Play,Enzo Nicolás Pérez,Right Center Midfield,5,Argentina,"['af85fdda-c499-4577-b984-ca8ff5181b57', 'd4e9d25a-d2d5-425a-a069-960b00b4e673']",5,,,,,,,,,,,,,,,Argentina,00:02:05.680,Pass,True
,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,b02ec87d-9d73-4971-9837-f23e11a22271,102,,"[38.0, 72.0]",7580,2,,-2.55359,,,Right Foot,,,"[29.0, 66.0]",,Ground Pass,10.816654,,,Nicolás Hernán Otamendi,,,,1,Regular Play,Gabriel Iván Mercado,Right Back,5,Argentina,['d55555c5-888b-44cb-85fe-e8f494bada06'],10,,,,,,,,,,,,,,,Argentina,00:02:10.920,Pass,
,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,7c4ddd93-f7c2-4478-9aca-aef99a5a42b8,105,,"[35.0, 61.0]",7580,2,,0.5880026,,,Right Foot,,,"[50.0, 71.0]",,Ground Pass,18.027756,,,Gabriel Iván Mercado,,,,1,Regular Play,Nicolás Hernán Otamendi,Right Center Back,5,Argentina,['652f410f-9f9d-403a-8cde-c0930566850a'],16,,,,,,,,,,,,,,,Argentina,00:02:16.400,Pass,
,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,83513772-ddd2-40c1-a19f-c0bed4463ea6,109,,"[56.0, 68.0]",7580,2,,0.8960554,,,Left Foot,,,"[64.0, 78.0]",,Ground Pass,12.806249,,,Cristian David Pavón,,,,1,Regular Play,Gabriel Iván Mercado,Right Back,5,Argentina,"['3edc4dba-d6d9-4783-b9f5-7a78365e707e', '785e171c-68c4-499c-9f48-f5a0b6a39e8b']",20,,,,,,,,,,,,,,,Argentina,00:02:20.480,Pass,True
,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,c8e0cc2a-662a-4534-bd92-31e8f29bf45e,113,,"[66.0, 78.0]",7580,2,,-1.6001996,,,Right Foot,,,"[65.0, 44.0]",,Low Pass,34.0147,,Incomplete,Enzo Nicolás Pérez,,,,1,Regular Play,Cristian David Pavón,Left Wing,5,Argentina,"['65134d7b-24f7-4d70-b995-372d1bc90acd', '7b1e6b31-411d-4f41-bfb5-a49490c79942', 'cd9fb687-764d-4d4d-9bd4-f0155d502565']",22,,,,,,,,,,,,,,,Argentina,00:02:22.480,Pass,True
,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,7b1e6b31-411d-4f41-bfb5-a49490c79942,116,,"[56.0, 37.0]",7580,2,,0.24497867,,,Right Foot,,,"[60.0, 38.0]",,Ground Pass,4.1231055,,Incomplete,Antoine Griezmann,,,Recovery,1,Regular Play,Paul Pogba,Right Defensive Midfield,5,Argentina,"['1e7d2976-2de3-4276-a117-2352844bdecc', '48ddc60d-99f4-4f25-93df-ff5847d8cecf', 'c7bc46c3-36be-4e3c-8ef1-d329cba5f2b3', 'c8e0cc2a-662a-4534-bd92-31e8f29bf45e']",24,,,,,,,,,,,,,,,France,00:02:24.640,Pass,True
,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,e0a15cb1-c9b4-45b9-8cfe-be96a5778a55,126,,"[53.0, 69.0]",7580,2,,-2.1421337,,,Right Foot,,,"[44.0, 55.0]",,Ground Pass,16.643316,,,Nicolás Hernán Otamendi,,,,1,Regular Play,Gabriel Iván Mercado,Right Back,6,Argentina,"['89e09fca-3bb2-492c-91fd-ebac1b2f346d', 'd9d602b4-7634-4f17-a625-2481c9c5acc2']",41,,,,,,,,,,,,,,,Argentina,00:02:41.960,Pass,True
,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,706edbbf-dadb-4369-8b96-116e12a4754d,129,,"[52.0, 56.0]",7580,2,,0.52807444,,,Left Foot,,,"[64.0, 63.0]",,Ground Pass,13.892444,,,Enzo Nicolás Pérez,,,,1,Regular Play,Nicolás Hernán Otamendi,Right Center Back,6,Argentina,['37a717f3-9993-4861-8108-635c7e79351a'],45,,,,,,,,,,,,,,,Argentina,00:02:45.760,Pass,
,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,6eac22e0-3def-4dd8-bdc5-e87a420f9f11,133,,"[66.0, 63.0]",7580,2,,0.81986725,,,Left Foot,,,"[80.0, 78.0]",,Ground Pass,20.518284,,,Cristian David Pavón,,,,1,Regular Play,Enzo Nicolás Pérez,Right Center Midfield,6,Argentina,['17cc3219-baf5-46e4-b9d2-b4a20c25e821'],47,,,,,,,,,,,,,,,Argentina,00:02:47.960,Pass,
,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,47d962e5-5371-46c3-b8ca-3597b7a428c2,135,,"[80.0, 78.0]",7580,2,,-1.487655,,,Right Foot,,,"[81.0, 66.0]",,Ground Pass,12.0415945,,,Lionel Andrés Messi Cuccittini,,,,1,Regular Play,Cristian David Pavón,Left Wing,6,Argentina,['7628b36b-aea5-4ca2-a738-f983e7dab152'],49,,,,,,,,,,,,,,,Argentina,00:02:49.000,Pass,
,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,e81cb5d0-7de6-4158-9c6a-b7c49ebfccc0,142,,"[79.0, 71.0]",7580,4,,-0.82537687,,,Right Foot,,,"[103.0, 45.0]",,High Pass,35.383614,,Incomplete,Cristian David Pavón,,,Free Kick,1,From Free Kick,Éver Maximiliano David Banega,Left Center Midfield,7,Argentina,"['36fb881f-2f17-4b5d-811f-37b84db37fe4', '91431530-2e9e-4538-95e7-7dd07e2050bb']",2,,,,,,,,,,,,,,,Argentina,00:04:02.680,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,b2eafeb8-0eac-4495-9ef5-3d64590ca420,148,,"[21.0, 27.0]",7580,4,,0.9048271,,,Head,,,"[32.0, 41.0]",,High Pass,17.804493,,,Antoine Griezmann,,,Recovery,1,Regular Play,Kylian Mbappé Lottin,Right Wing,8,France,['9f45017a-d2da-420a-87ff-36a8abc1e2b8'],6,,,,,,,,,,,,,,,France,00:04:06.680,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,56002859-8a2f-4fb9-91b1-73cd2a704623,150,,"[32.0, 41.0]",7580,4,,-0.36717382,,,Head,,,"[45.0, 36.0]",,High Pass,13.928389,,Incomplete,Paul Pogba,,,,1,Regular Play,Antoine Griezmann,Right Wing Back,8,France,"['73ac7a0c-3031-4786-aa91-6f45b52922a5', 'c6873bd3-80cd-4477-ad6a-2b31efacc6c0']",8,,,,,,,,,,,,,,,France,00:04:08.280,Pass,
,,,,,,,,,,,,,,,2.24,,,,,,,,,,,,,c6873bd3-80cd-4477-ad6a-2b31efacc6c0,152,,"[76.0, 45.0]",7580,4,,-0.9272952,,,Head,,,"[91.0, 25.0]",,High Pass,25.0,,Incomplete,,,,Recovery,1,Regular Play,Nicolás Alejandro Tagliafico,Left Back,8,France,"['56002859-8a2f-4fb9-91b1-73cd2a704623', '9d42139e-10b7-490d-89cf-958bd95676e9']",9,,,,,,,,,,,,,,,Argentina,00:04:09.880,Pass,
,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,7150d9dc-4e4d-43b9-80cc-08f0ccedb5c7,155,,"[30.0, 54.0]",7580,4,,-2.9996955,,,Right Foot,,,"[23.0, 53.0]",,Ground Pass,7.071068,,,Raphaël Varane,,,,1,Regular Play,Benjamin Pavard,Right Back,8,France,['4de9786c-e9e1-4dc5-99da-5affe8da46c8'],13,,,,,,,,,,,,,,,France,00:04:13.080,Pass,
,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,43dfe850-d2c1-4c20-988c-dc469c86c98b,158,,"[22.0, 54.0]",7580,4,,-0.7853982,,,Right Foot,,,"[34.0, 42.0]",,Ground Pass,16.970562,,,"N""Golo Kanté",,,,1,Regular Play,Raphaël Varane,Right Center Back,8,France,['0fb4e13d-f8b6-43c3-a6f4-5808a1a49b30'],15,,,,,,,,,,,,,,,France,00:04:15.200,Pass,
,,,,,,,,,,,,,,,1.706,,,,,,,,,,,,,e8d3070b-9910-480b-8931-70b77cd2fc51,162,,"[33.0, 41.0]",7580,4,,-2.095592,,,Right Foot,,,"[22.0, 22.0]",,Ground Pass,21.954498,,,Samuel Yves Umtiti,,,,1,Regular Play,"N""Golo Kanté",Left Defensive Midfield,8,France,['4de2fc56-1d21-4aee-8144-e03b4ea6f3c8'],17,,,,,,,,,,,,,,,France,00:04:17.520,Pass,
,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,70db5ea0-a099-411b-b846-7c72dd2599b9,165,,"[29.0, 19.0]",7580,4,,0.39479113,,,Left Foot,,,"[41.0, 24.0]",,Ground Pass,13.0,,,Blaise Matuidi,,,,1,Regular Play,Samuel Yves Umtiti,Left Center Back,8,France,['ce854bf0-16bd-4379-9504-5479df4939e2'],20,,,,,,,,,,,,,,,France,00:04:20.520,Pass,
,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,c9acbcfa-00c2-4c4f-a1f9-4160e3f29d25,168,,"[41.0, 22.0]",7580,4,,2.5213432,,,Left Foot,,,"[34.0, 27.0]",,Ground Pass,8.602325,,,"N""Golo Kanté",,,,1,Regular Play,Blaise Matuidi,Left Wing,8,France,['425c557b-6800-49c6-9fea-335840a7a558'],23,,,,,,,,,,,,,,,France,00:04:23.160,Pass,
,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,af89b75d-ffe7-4380-9ad2-70aa364a4cd3,171,,"[35.0, 28.0]",7580,4,,0.1798535,,,Right Foot,,,"[46.0, 30.0]",,Ground Pass,11.18034,,,Paul Pogba,,,,1,Regular Play,"N""Golo Kanté",Left Defensive Midfield,8,France,['e3638579-9c00-45e2-9f10-bfd54bb43c48'],25,,,,,,,,,,,,,,,France,00:04:25.000,Pass,
,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,f033b37d-6c89-4d14-983c-10ab44db5d3e,174,,"[47.0, 36.0]",7580,4,,-2.4087775,,,Right Foot,,,"[37.0, 27.0]",,Ground Pass,13.453624,,,"N""Golo Kanté",,,,1,Regular Play,Paul Pogba,Right Defensive Midfield,8,France,['17db9764-527c-46ec-bf95-ea5293af62ab'],26,,,,,,,,,,,,,,,France,00:04:26.000,Pass,
